"","station_id","stationname","date","daytype","rides","yearNumber"
"781782",40890,"O'Hare Airport","04/09/2001","W",8686,"2001"
"782025",40890,"O'Hare Airport","11/21/2014","W",11069,"2014"
"782137",40890,"O'Hare Airport","03/14/2004","U",6415,"2004"
"782140",40890,"O'Hare Airport","11/27/2017","W",14204,"2017"
"782211",40890,"O'Hare Airport","03/20/2002","W",7372,"2002"
"782309",40890,"O'Hare Airport","02/20/2009","W",7932,"2009"
"782393",40890,"O'Hare Airport","04/07/2004","W",7579,"2004"
"782507",40890,"O'Hare Airport","03/27/2007","W",8677,"2007"
"782543",40890,"O'Hare Airport","07/22/2002","W",9245,"2002"
"783137",40890,"O'Hare Airport","09/18/2012","W",9158,"2012"
"783220",40890,"O'Hare Airport","11/30/2009","W",11438,"2009"
"783770",40890,"O'Hare Airport","02/19/2010","W",7884,"2010"
"784266",40890,"O'Hare Airport","11/07/2010","U",8601,"2010"
"784292",40890,"O'Hare Airport","03/15/2009","U",7354,"2009"
"784400",40890,"O'Hare Airport","05/20/2016","W",13677,"2016"
"784648",40890,"O'Hare Airport","04/09/2013","W",8111,"2013"
"784871",40890,"O'Hare Airport","03/27/2013","W",8900,"2013"
"784943",40890,"O'Hare Airport","10/19/2013","A",8343,"2013"
"785001",40890,"O'Hare Airport","04/04/2002","W",8157,"2002"
"785069",40890,"O'Hare Airport","01/23/2004","W",7635,"2004"
"785143",40890,"O'Hare Airport","03/05/2009","W",7752,"2009"
"785326",40890,"O'Hare Airport","04/26/2012","W",9987,"2012"
"785407",40890,"O'Hare Airport","05/29/2013","W",9779,"2013"
"785520",40890,"O'Hare Airport","11/03/2002","U",7940,"2002"
"785567",40890,"O'Hare Airport","06/05/2015","W",13210,"2015"
"785616",40890,"O'Hare Airport","02/27/2017","W",9665,"2017"
"785678",40890,"O'Hare Airport","10/16/2012","W",9340,"2012"
"785832",40890,"O'Hare Airport","02/21/2015","A",6947,"2015"
"786137",40890,"O'Hare Airport","07/22/2012","U",9829,"2012"
"786190",40890,"O'Hare Airport","08/04/2005","W",9902,"2005"
"786224",40890,"O'Hare Airport","08/04/2011","W",15043,"2011"
"786248",40890,"O'Hare Airport","08/10/2003","U",8219,"2003"
"786368",40890,"O'Hare Airport","09/25/2002","W",8413,"2002"
"786598",40890,"O'Hare Airport","12/09/2007","U",5911,"2007"
"786855",40890,"O'Hare Airport","04/13/2009","W",8519,"2009"
"786865",40890,"O'Hare Airport","08/17/2001","W",10892,"2001"
"786878",40890,"O'Hare Airport","11/19/2003","W",7684,"2003"
"787045",40890,"O'Hare Airport","06/27/2014","W",12722,"2014"
"787564",40890,"O'Hare Airport","10/03/2015","A",10904,"2015"
"787647",40890,"O'Hare Airport","12/20/2001","W",7256,"2001"
"787794",40890,"O'Hare Airport","11/23/2009","W",7544,"2009"
"788037",40890,"O'Hare Airport","05/27/2001","U",6447,"2001"
"788064",40890,"O'Hare Airport","03/31/2012","A",7864,"2012"
"788273",40890,"O'Hare Airport","11/22/2013","W",10365,"2013"
"788337",40890,"O'Hare Airport","03/07/2003","W",8204,"2003"
"788343",40890,"O'Hare Airport","07/26/2008","A",8333,"2008"
"788494",40890,"O'Hare Airport","04/25/2004","U",7123,"2004"
"788607",40890,"O'Hare Airport","04/06/2012","W",10146,"2012"
"788979",40890,"O'Hare Airport","04/28/2005","W",9368,"2005"
"789078",40890,"O'Hare Airport","01/22/2001","W",7884,"2001"
"789085",40890,"O'Hare Airport","05/04/2004","W",8000,"2004"
"789088",40890,"O'Hare Airport","06/17/2015","W",11587,"2015"
"789149",40890,"O'Hare Airport","04/16/2017","U",10370,"2017"
"789291",40890,"O'Hare Airport","09/09/2003","W",7525,"2003"
"789342",40890,"O'Hare Airport","09/27/2007","W",9436,"2007"
"789357",40890,"O'Hare Airport","04/13/2008","U",7340,"2008"
"789616",40890,"O'Hare Airport","04/15/2004","W",8937,"2004"
"789624",40890,"O'Hare Airport","08/01/2011","W",10695,"2011"
"789625",40890,"O'Hare Airport","03/16/2015","W",10983,"2015"
"789801",40890,"O'Hare Airport","06/07/2015","U",9977,"2015"
"789901",40890,"O'Hare Airport","12/16/2003","W",7411,"2003"
"789989",40890,"O'Hare Airport","04/09/2007","W",10230,"2007"
"790065",40890,"O'Hare Airport","02/22/2014","A",6761,"2014"
"790213",40890,"O'Hare Airport","10/11/2013","W",15221,"2013"
"790425",40890,"O'Hare Airport","09/17/2007","W",9687,"2007"
"790448",40890,"O'Hare Airport","09/02/2006","A",9296,"2006"
"790605",40890,"O'Hare Airport","04/24/2009","W",9449,"2009"
"790675",40890,"O'Hare Airport","02/16/2014","U",7455,"2014"
"790761",40890,"O'Hare Airport","07/11/2002","W",8782,"2002"
"790858",40890,"O'Hare Airport","03/07/2017","W",9373,"2017"
"790912",40890,"O'Hare Airport","03/21/2017","W",9699,"2017"
"790983",40890,"O'Hare Airport","03/22/2013","W",10374,"2013"
"791022",40890,"O'Hare Airport","07/11/2015","A",10369,"2015"
"791152",40890,"O'Hare Airport","04/17/2016","U",10027,"2016"
"791555",40890,"O'Hare Airport","09/10/2003","W",7752,"2003"
"791602",40890,"O'Hare Airport","07/21/2003","W",8956,"2003"
"791759",40890,"O'Hare Airport","11/29/2001","W",7089,"2001"
"791839",40890,"O'Hare Airport","08/17/2002","A",7937,"2002"
"791949",40890,"O'Hare Airport","07/23/2015","W",13905,"2015"
"792260",40890,"O'Hare Airport","06/26/2005","U",8776,"2005"
"792396",40890,"O'Hare Airport","10/12/2009","W",9230,"2009"
"792407",40890,"O'Hare Airport","06/12/2004","A",7844,"2004"
"792444",40890,"O'Hare Airport","05/03/2016","W",10390,"2016"
"792460",40890,"O'Hare Airport","07/23/2004","W",11042,"2004"
"792514",40890,"O'Hare Airport","03/28/2017","W",9657,"2017"
"792604",40890,"O'Hare Airport","12/25/2003","U",4954,"2003"
"792921",40890,"O'Hare Airport","08/15/2013","W",11701,"2013"
"792950",40890,"O'Hare Airport","10/22/2016","A",10337,"2016"
"793027",40890,"O'Hare Airport","11/11/2001","U",6857,"2001"
"793070",40890,"O'Hare Airport","06/09/2013","U",10355,"2013"
"793302",40890,"O'Hare Airport","03/07/2011","W",9220,"2011"
"793330",40890,"O'Hare Airport","12/20/2005","W",7886,"2005"
"793441",40890,"O'Hare Airport","06/24/2015","W",12744,"2015"
"794059",40890,"O'Hare Airport","07/26/2001","W",10297,"2001"
"794069",40890,"O'Hare Airport","02/06/2001","W",7361,"2001"
"794083",40890,"O'Hare Airport","07/30/2013","W",10035,"2013"
"794303",40890,"O'Hare Airport","10/25/2003","A",6328,"2003"
"794536",40890,"O'Hare Airport","06/25/2016","A",9855,"2016"
"794544",40890,"O'Hare Airport","04/24/2004","A",6559,"2004"
"794571",40890,"O'Hare Airport","11/17/2005","W",9487,"2005"
"795343",40890,"O'Hare Airport","09/17/2003","W",8283,"2003"
"795451",40890,"O'Hare Airport","07/28/2002","U",7658,"2002"
"795550",40890,"O'Hare Airport","10/11/2014","A",10973,"2014"
"795598",40890,"O'Hare Airport","05/30/2005","U",10925,"2005"
"795627",40890,"O'Hare Airport","11/19/2011","A",7963,"2011"
"795640",40890,"O'Hare Airport","11/13/2011","U",9043,"2011"
"795817",40890,"O'Hare Airport","06/12/2008","W",10455,"2008"
"796038",40890,"O'Hare Airport","12/22/2010","W",7860,"2010"
"796096",40890,"O'Hare Airport","02/20/2008","W",7261,"2008"
"796158",40890,"O'Hare Airport","11/20/2017","W",10455,"2017"
"796179",40890,"O'Hare Airport","10/08/2002","W",7657,"2002"
"796360",40890,"O'Hare Airport","06/03/2002","W",8038,"2002"
"796567",40890,"O'Hare Airport","02/16/2005","W",7518,"2005"
"797071",40890,"O'Hare Airport","02/03/2010","W",6346,"2010"
"797265",40890,"O'Hare Airport","12/19/2011","W",8654,"2011"
"798237",40890,"O'Hare Airport","07/22/2011","W",11565,"2011"
"798301",40890,"O'Hare Airport","03/28/2007","W",8429,"2007"
"798381",40890,"O'Hare Airport","10/14/2014","W",9974,"2014"
"798412",40890,"O'Hare Airport","01/08/2016","W",9793,"2016"
"798640",40890,"O'Hare Airport","03/28/2002","W",7548,"2002"
"798737",40890,"O'Hare Airport","10/04/2003","A",6330,"2003"
"799096",40890,"O'Hare Airport","01/05/2010","W",7081,"2010"
"799142",40890,"O'Hare Airport","06/28/2010","W",10358,"2010"
"799171",40890,"O'Hare Airport","05/26/2008","U",10714,"2008"
"799332",40890,"O'Hare Airport","01/30/2003","W",6941,"2003"
"799385",40890,"O'Hare Airport","04/29/2004","W",8263,"2004"
"799402",40890,"O'Hare Airport","12/29/2014","W",11153,"2014"
"799499",40890,"O'Hare Airport","12/28/2001","W",7740,"2001"
"799875",40890,"O'Hare Airport","01/09/2016","A",8166,"2016"
"800040",40890,"O'Hare Airport","11/28/2002","U",5554,"2002"
"800237",40890,"O'Hare Airport","03/27/2011","U",9038,"2011"
"800313",40890,"O'Hare Airport","04/01/2017","A",7423,"2017"
"800696",40890,"O'Hare Airport","08/05/2002","W",9499,"2002"
"800721",40890,"O'Hare Airport","10/19/2014","U",10205,"2014"
"800961",40890,"O'Hare Airport","12/02/2006","A",7816,"2006"
"801025",40890,"O'Hare Airport","03/04/2016","W",10791,"2016"
"801033",40890,"O'Hare Airport","07/02/2010","W",11587,"2010"
"801195",40890,"O'Hare Airport","11/11/2011","W",11116,"2011"
"801438",40890,"O'Hare Airport","03/07/2006","W",8751,"2006"
"801488",40890,"O'Hare Airport","06/10/2012","U",10651,"2012"
"801513",40890,"O'Hare Airport","06/01/2016","W",12100,"2016"
"801677",40890,"O'Hare Airport","04/13/2014","U",7892,"2014"
"801713",40890,"O'Hare Airport","06/30/2017","W",13515,"2017"
"801757",40890,"O'Hare Airport","06/18/2013","W",9442,"2013"
"801819",40890,"O'Hare Airport","05/15/2017","W",11985,"2017"
"801893",40890,"O'Hare Airport","04/21/2010","W",8401,"2010"
"801923",40890,"O'Hare Airport","06/19/2016","U",11897,"2016"
"801929",40890,"O'Hare Airport","06/04/2017","U",11272,"2017"
"801950",40890,"O'Hare Airport","10/01/2013","W",8833,"2013"
"802013",40890,"O'Hare Airport","01/12/2016","W",8751,"2016"
"802021",40890,"O'Hare Airport","06/30/2011","W",10673,"2011"
"802135",40890,"O'Hare Airport","03/21/2013","W",9560,"2013"
"802148",40890,"O'Hare Airport","10/23/2012","W",9252,"2012"
"802192",40890,"O'Hare Airport","06/18/2016","A",10177,"2016"
"802303",40890,"O'Hare Airport","04/30/2004","W",8847,"2004"
"802567",40890,"O'Hare Airport","04/21/2008","W",9780,"2008"
"803024",40890,"O'Hare Airport","11/09/2017","W",12705,"2017"
"803341",40890,"O'Hare Airport","10/09/2006","W",10226,"2006"
"803430",40890,"O'Hare Airport","02/19/2011","A",6316,"2011"
"803702",40890,"O'Hare Airport","12/10/2008","W",7432,"2008"
"803911",40890,"O'Hare Airport","08/12/2007","U",8127,"2007"
"804145",40890,"O'Hare Airport","02/13/2005","U",6309,"2005"
"804209",40890,"O'Hare Airport","11/01/2008","A",6589,"2008"
"804276",40890,"O'Hare Airport","12/03/2003","W",6565,"2003"
"804335",40890,"O'Hare Airport","09/14/2009","W",9069,"2009"
"804493",40890,"O'Hare Airport","07/02/2016","A",11114,"2016"
"804685",40890,"O'Hare Airport","10/09/2016","U",11373,"2016"
"804813",40890,"O'Hare Airport","07/15/2007","U",8629,"2007"
"805342",40890,"O'Hare Airport","11/22/2014","A",7852,"2014"
"805364",40890,"O'Hare Airport","10/17/2004","U",7879,"2004"
"805452",40890,"O'Hare Airport","03/19/2013","W",8937,"2013"
"805512",40890,"O'Hare Airport","03/05/2004","W",8411,"2004"
"805596",40890,"O'Hare Airport","05/27/2015","W",10899,"2015"
"805623",40890,"O'Hare Airport","12/10/2007","W",8397,"2007"
"805993",40890,"O'Hare Airport","09/25/2011","U",9069,"2011"
"806023",40890,"O'Hare Airport","12/25/2015","U",6926,"2015"
"806232",40890,"O'Hare Airport","03/01/2014","A",7720,"2014"
"806269",40890,"O'Hare Airport","09/25/2003","W",8490,"2003"
"806331",40890,"O'Hare Airport","06/30/2007","A",8503,"2007"
"806369",40890,"O'Hare Airport","01/27/2016","W",8570,"2016"
"806477",40890,"O'Hare Airport","04/02/2006","U",6692,"2006"
"806520",40890,"O'Hare Airport","03/29/2011","W",7975,"2011"
"806523",40890,"O'Hare Airport","11/01/2002","W",9461,"2002"
"806525",40890,"O'Hare Airport","08/08/2009","A",8815,"2009"
"806539",40890,"O'Hare Airport","10/14/2015","W",12554,"2015"
"806628",40890,"O'Hare Airport","05/15/2003","W",8205,"2003"
"806635",40890,"O'Hare Airport","06/16/2015","W",12851,"2015"
"806832",40890,"O'Hare Airport","05/14/2016","A",10282,"2016"
"806877",40890,"O'Hare Airport","01/21/2001","U",6041,"2001"
"806896",40890,"O'Hare Airport","09/24/2005","A",7596,"2005"
"807027",40890,"O'Hare Airport","05/20/2008","W",9068,"2008"
"807084",40890,"O'Hare Airport","02/24/2006","W",9076,"2006"
"807427",40890,"O'Hare Airport","05/15/2013","W",9766,"2013"
"807702",40890,"O'Hare Airport","11/21/2006","W",9175,"2006"
"807741",40890,"O'Hare Airport","09/10/2001","W",9911,"2001"
"807751",40890,"O'Hare Airport","09/05/2006","W",11222,"2006"
"807841",40890,"O'Hare Airport","05/20/2014","W",10623,"2014"
"807936",40890,"O'Hare Airport","01/17/2014","W",9526,"2014"
"807988",40890,"O'Hare Airport","01/07/2010","W",7685,"2010"
"808103",40890,"O'Hare Airport","05/06/2014","W",9073,"2014"
"808312",40890,"O'Hare Airport","01/27/2012","W",8708,"2012"
"808388",40890,"O'Hare Airport","06/03/2009","W",7739,"2009"
"808502",40890,"O'Hare Airport","04/11/2003","W",8598,"2003"
"808530",40890,"O'Hare Airport","12/12/2004","U",6242,"2004"
"808547",40890,"O'Hare Airport","11/16/2015","W",12397,"2015"
"808782",40890,"O'Hare Airport","01/11/2005","W",7273,"2005"
"808810",40890,"O'Hare Airport","07/13/2007","W",12180,"2007"
"808896",40890,"O'Hare Airport","02/05/2011","A",5484,"2011"
"809272",40890,"O'Hare Airport","10/15/2016","A",10309,"2016"
"809404",40890,"O'Hare Airport","07/06/2001","W",9363,"2001"
"809597",40890,"O'Hare Airport","10/26/2008","U",8213,"2008"
"810019",40890,"O'Hare Airport","09/03/2011","A",10237,"2011"
"810064",40890,"O'Hare Airport","03/05/2012","W",8606,"2012"
"810082",40890,"O'Hare Airport","03/10/2016","W",11098,"2016"
"810345",40890,"O'Hare Airport","01/17/2017","W",9285,"2017"
"810447",40890,"O'Hare Airport","08/14/2015","W",14319,"2015"
"810466",40890,"O'Hare Airport","04/26/2011","W",8441,"2011"
"810551",40890,"O'Hare Airport","08/06/2002","W",8397,"2002"
"810632",40890,"O'Hare Airport","09/29/2009","W",7678,"2009"
"810639",40890,"O'Hare Airport","10/04/2008","A",6983,"2008"
"810644",40890,"O'Hare Airport","03/11/2017","A",8443,"2017"
"810768",40890,"O'Hare Airport","02/09/2011","W",6870,"2011"
"810868",40890,"O'Hare Airport","09/03/2002","W",8248,"2002"
"810876",40890,"O'Hare Airport","04/11/2004","U",7178,"2004"
"810892",40890,"O'Hare Airport","11/05/2009","W",8667,"2009"
"810905",40890,"O'Hare Airport","01/25/2002","W",7490,"2002"
"811160",40890,"O'Hare Airport","06/24/2014","W",10351,"2014"
"811178",40890,"O'Hare Airport","08/09/2007","W",10205,"2007"
"811412",40890,"O'Hare Airport","06/13/2007","W",10071,"2007"
"811475",40890,"O'Hare Airport","01/12/2007","W",9423,"2007"
"811685",40890,"O'Hare Airport","04/10/2015","W",11937,"2015"
"811847",40890,"O'Hare Airport","08/08/2007","W",9203,"2007"
"812018",40890,"O'Hare Airport","06/21/2013","W",11996,"2013"
"812064",40890,"O'Hare Airport","11/11/2003","W",7280,"2003"
"812366",40890,"O'Hare Airport","02/17/2001","A",5873,"2001"
"812509",40890,"O'Hare Airport","05/04/2011","W",8419,"2011"
"812593",40890,"O'Hare Airport","07/28/2001","A",8103,"2001"
"813045",40890,"O'Hare Airport","07/25/2010","U",8840,"2010"
"813121",40890,"O'Hare Airport","08/03/2017","W",13102,"2017"
"813141",40890,"O'Hare Airport","08/04/2016","W",12566,"2016"
"813706",40890,"O'Hare Airport","03/19/2010","W",8387,"2010"
"813720",40890,"O'Hare Airport","06/16/2001","A",7985,"2001"
"813886",40890,"O'Hare Airport","07/12/2011","W",9451,"2011"
"814575",40890,"O'Hare Airport","08/02/2011","W",7930,"2011"
"814703",40890,"O'Hare Airport","09/23/2017","A",9668,"2017"
"814763",40890,"O'Hare Airport","08/17/2006","W",11004,"2006"
"814776",40890,"O'Hare Airport","03/02/2015","W",9773,"2015"
"814782",40890,"O'Hare Airport","10/31/2006","W",8453,"2006"
"814974",40890,"O'Hare Airport","11/07/2001","W",6763,"2001"
"814989",40890,"O'Hare Airport","07/31/2001","W",9253,"2001"
"815107",40890,"O'Hare Airport","07/15/2008","W",0,"2008"
"815141",40890,"O'Hare Airport","02/13/2006","W",8750,"2006"
"815198",40890,"O'Hare Airport","10/16/2009","W",13118,"2009"
"815217",40890,"O'Hare Airport","12/15/2016","W",9398,"2016"
"816058",40890,"O'Hare Airport","04/28/2015","W",9682,"2015"
"816071",40890,"O'Hare Airport","07/29/2005","W",11471,"2005"
"816416",40890,"O'Hare Airport","10/26/2002","A",6475,"2002"
"816721",40890,"O'Hare Airport","04/25/2010","U",7518,"2010"
"816929",40890,"O'Hare Airport","06/22/2007","W",11417,"2007"
"816972",40890,"O'Hare Airport","04/30/2009","W",8255,"2009"
"817445",40890,"O'Hare Airport","07/13/2005","W",9553,"2005"
"817518",40890,"O'Hare Airport","06/06/2005","W",11333,"2005"
"818170",40890,"O'Hare Airport","01/08/2013","W",8338,"2013"
"818202",40890,"O'Hare Airport","05/13/2002","W",8580,"2002"
"818313",40890,"O'Hare Airport","06/09/2006","W",11297,"2006"
"818318",40890,"O'Hare Airport","09/29/2005","W",9951,"2005"
"818548",40890,"O'Hare Airport","02/01/2001","W",7411,"2001"
"818673",40890,"O'Hare Airport","05/21/2004","W",9712,"2004"
"818753",40890,"O'Hare Airport","05/24/2008","A",8337,"2008"
"819629",40890,"O'Hare Airport","09/28/2003","U",7249,"2003"
"819898",40890,"O'Hare Airport","01/26/2007","W",9066,"2007"
"820040",40890,"O'Hare Airport","09/19/2015","A",11547,"2015"
"820143",40890,"O'Hare Airport","08/02/2006","W",9678,"2006"
"820312",40890,"O'Hare Airport","11/04/2003","W",7418,"2003"
"820595",40890,"O'Hare Airport","12/24/2008","W",7363,"2008"
"820853",40890,"O'Hare Airport","05/06/2015","W",10525,"2015"
"820951",40890,"O'Hare Airport","02/14/2013","W",8735,"2013"
"820961",40890,"O'Hare Airport","10/09/2005","U",9333,"2005"
"821059",40890,"O'Hare Airport","12/29/2007","A",8553,"2007"
"821244",40890,"O'Hare Airport","05/12/2011","W",11162,"2011"
"821273",40890,"O'Hare Airport","06/09/2016","W",13780,"2016"
"821436",40890,"O'Hare Airport","03/15/2013","W",12747,"2013"
"821441",40890,"O'Hare Airport","12/20/2009","U",6711,"2009"
"821526",40890,"O'Hare Airport","03/10/2002","U",6559,"2002"
"821572",40890,"O'Hare Airport","12/05/2012","W",8332,"2012"
"821648",40890,"O'Hare Airport","01/22/2017","U",7951,"2017"
"821774",40890,"O'Hare Airport","11/18/2012","U",8283,"2012"
"821918",40890,"O'Hare Airport","05/31/2016","W",12000,"2016"
"822028",40890,"O'Hare Airport","09/28/2016","W",10728,"2016"
"822164",40890,"O'Hare Airport","01/24/2016","U",7415,"2016"
"822246",40890,"O'Hare Airport","03/01/2016","W",8230,"2016"
"822475",40890,"O'Hare Airport","02/19/2008","W",7668,"2008"
"822569",40890,"O'Hare Airport","10/09/2015","W",18553,"2015"
"822764",40890,"O'Hare Airport","04/30/2012","W",10058,"2012"
"822955",40890,"O'Hare Airport","10/10/2015","A",12541,"2015"
"823025",40890,"O'Hare Airport","11/17/2009","W",7519,"2009"
"823271",40890,"O'Hare Airport","01/10/2016","U",8148,"2016"
"823800",40890,"O'Hare Airport","04/05/2003","A",6238,"2003"
"823819",40890,"O'Hare Airport","06/07/2013","W",12998,"2013"
"823825",40890,"O'Hare Airport","11/23/2004","W",8425,"2004"
"824579",40890,"O'Hare Airport","06/22/2015","W",12748,"2015"
"824785",40890,"O'Hare Airport","12/21/2010","W",8107,"2010"
"825051",40890,"O'Hare Airport","05/14/2017","U",11350,"2017"
"825083",40890,"O'Hare Airport","05/29/2010","A",8698,"2010"
"825260",40890,"O'Hare Airport","06/20/2016","W",12732,"2016"
"825477",40890,"O'Hare Airport","03/23/2010","W",7445,"2010"
"825578",40890,"O'Hare Airport","02/25/2011","W",8184,"2011"
"825590",40890,"O'Hare Airport","11/11/2010","W",9787,"2010"
"825771",40890,"O'Hare Airport","11/04/2012","U",8456,"2012"
"825957",40890,"O'Hare Airport","12/25/2002","U",5103,"2002"
"826253",40890,"O'Hare Airport","08/21/2003","W",8519,"2003"
"826254",40890,"O'Hare Airport","05/21/2001","W",10085,"2001"
"826293",40890,"O'Hare Airport","11/12/2002","W",7677,"2002"
"826414",40890,"O'Hare Airport","07/05/2015","U",13290,"2015"
"826463",40890,"O'Hare Airport","11/02/2004","W",7731,"2004"
"826479",40890,"O'Hare Airport","09/27/2011","W",8577,"2011"
"826488",40890,"O'Hare Airport","06/24/2008","W",9385,"2008"
"826508",40890,"O'Hare Airport","10/10/2010","U",9523,"2010"
"826519",40890,"O'Hare Airport","05/17/2016","W",11547,"2016"
"826823",40890,"O'Hare Airport","10/04/2016","W",10746,"2016"
"827039",40890,"O'Hare Airport","03/26/2007","W",10005,"2007"
"827220",40890,"O'Hare Airport","10/05/2016","W",11443,"2016"
"827414",40890,"O'Hare Airport","07/24/2003","W",9117,"2003"
"827514",40890,"O'Hare Airport","09/01/2003","U",9830,"2003"
"827783",40890,"O'Hare Airport","09/29/2007","A",7521,"2007"
"827963",40890,"O'Hare Airport","08/19/2007","U",7900,"2007"
"828006",40890,"O'Hare Airport","03/18/2007","U",7914,"2007"
"828092",40890,"O'Hare Airport","11/05/2007","W",9124,"2007"
"828159",40890,"O'Hare Airport","02/22/2007","W",9050,"2007"
"828311",40890,"O'Hare Airport","04/03/2001","W",7906,"2001"
"828423",40890,"O'Hare Airport","11/30/2002","A",8476,"2002"
"828755",40890,"O'Hare Airport","01/29/2015","W",8654,"2015"
"829153",40890,"O'Hare Airport","11/16/2002","A",6789,"2002"
"829249",40890,"O'Hare Airport","10/22/2010","W",11878,"2010"
"829588",40890,"O'Hare Airport","11/24/2006","W",8759,"2006"
"829597",40890,"O'Hare Airport","12/03/2011","A",7067,"2011"
"829642",40890,"O'Hare Airport","12/26/2015","A",9470,"2015"
"829707",40890,"O'Hare Airport","11/17/2007","A",6513,"2007"
"830091",40890,"O'Hare Airport","06/03/2017","A",10062,"2017"
"830161",40890,"O'Hare Airport","04/11/2015","A",8844,"2015"
"830593",40890,"O'Hare Airport","12/17/2001","W",7240,"2001"
"830776",40890,"O'Hare Airport","02/02/2006","W",8100,"2006"
"830957",40890,"O'Hare Airport","05/20/2012","U",9476,"2012"
"831011",40890,"O'Hare Airport","11/16/2014","U",8807,"2014"
"831043",40890,"O'Hare Airport","02/02/2011","W",1900,"2011"
"831090",40890,"O'Hare Airport","03/01/2003","A",5761,"2003"
"831196",40890,"O'Hare Airport","01/09/2001","W",7518,"2001"
"831441",40890,"O'Hare Airport","04/26/2013","W",11221,"2013"
"831462",40890,"O'Hare Airport","12/05/2003","W",8672,"2003"
"831493",40890,"O'Hare Airport","03/30/2001","W",8733,"2001"
"831586",40890,"O'Hare Airport","01/01/2002","U",5980,"2002"
"831753",40890,"O'Hare Airport","05/04/2015","W",11090,"2015"
"831878",40890,"O'Hare Airport","11/18/2017","A",8718,"2017"
"831888",40890,"O'Hare Airport","09/11/2003","W",8013,"2003"
"832093",40890,"O'Hare Airport","01/09/2011","U",6761,"2011"
"832291",40890,"O'Hare Airport","07/16/2009","W",9621,"2009"
"832316",40890,"O'Hare Airport","12/28/2002","A",7563,"2002"
"832435",40890,"O'Hare Airport","04/01/2012","U",8008,"2012"
"832910",40890,"O'Hare Airport","11/11/2008","W",7956,"2008"
"833178",40890,"O'Hare Airport","02/16/2015","W",9459,"2015"
"833336",40890,"O'Hare Airport","05/09/2005","W",9944,"2005"
"833367",40890,"O'Hare Airport","10/23/2002","W",7846,"2002"
"833450",40890,"O'Hare Airport","02/18/2011","W",9257,"2011"
"833677",40890,"O'Hare Airport","03/14/2011","W",8640,"2011"
"833725",40890,"O'Hare Airport","01/06/2014","W",6438,"2014"
"833800",40890,"O'Hare Airport","07/07/2011","W",10370,"2011"
"833867",40890,"O'Hare Airport","11/29/2011","W",8807,"2011"
"834058",40890,"O'Hare Airport","09/11/2008","W",9752,"2008"
"834248",40890,"O'Hare Airport","04/17/2005","U",7966,"2005"
"834261",40890,"O'Hare Airport","12/22/2008","W",7945,"2008"
"834378",40890,"O'Hare Airport","08/18/2016","W",12155,"2016"
"834577",40890,"O'Hare Airport","12/26/2005","U",10383,"2005"
"834744",40890,"O'Hare Airport","04/18/2003","W",7547,"2003"
"835292",40890,"O'Hare Airport","07/21/2004","W",8377,"2004"
"835297",40890,"O'Hare Airport","11/05/2004","W",10308,"2004"
"835407",40890,"O'Hare Airport","10/30/2012","W",8133,"2012"
"835527",40890,"O'Hare Airport","03/17/2005","W",8883,"2005"
"835535",40890,"O'Hare Airport","10/26/2012","W",12617,"2012"
"835704",40890,"O'Hare Airport","08/04/2014","W",10331,"2014"
"835756",40890,"O'Hare Airport","09/22/2015","W",10879,"2015"
"835925",40890,"O'Hare Airport","09/28/2007","W",11090,"2007"
"836152",40890,"O'Hare Airport","05/16/2017","W",11043,"2017"
"836570",40890,"O'Hare Airport","04/17/2002","W",7530,"2002"
"837187",40890,"O'Hare Airport","02/12/2017","U",8246,"2017"
"837461",40890,"O'Hare Airport","03/23/2013","A",8017,"2013"
"837503",40890,"O'Hare Airport","09/17/2010","W",11518,"2010"
"837566",40890,"O'Hare Airport","09/05/2005","U",11345,"2005"
"837575",40890,"O'Hare Airport","04/12/2008","A",6725,"2008"
"837634",40890,"O'Hare Airport","01/30/2006","W",8377,"2006"
"837871",40890,"O'Hare Airport","12/31/2005","A",7391,"2005"
"838107",40890,"O'Hare Airport","02/15/2015","U",7112,"2015"
"838349",40890,"O'Hare Airport","07/06/2014","U",11057,"2014"
"838401",40890,"O'Hare Airport","04/13/2002","A",6336,"2002"
"838487",40890,"O'Hare Airport","08/19/2012","U",10128,"2012"
"838506",40890,"O'Hare Airport","11/02/2016","W",10138,"2016"
"838609",40890,"O'Hare Airport","11/03/2006","W",11744,"2006"
"838669",40890,"O'Hare Airport","05/30/2009","A",6978,"2009"
"838679",40890,"O'Hare Airport","05/23/2005","W",10514,"2005"
"838686",40890,"O'Hare Airport","11/01/2005","W",8526,"2005"
"839233",40890,"O'Hare Airport","10/01/2015","W",12657,"2015"
"839334",40890,"O'Hare Airport","10/18/2017","W",11393,"2017"
"839908",40890,"O'Hare Airport","11/14/2001","W",6809,"2001"
"840503",40890,"O'Hare Airport","12/04/2015","W",12206,"2015"
"840678",40890,"O'Hare Airport","07/11/2017","W",10822,"2017"
"840740",40890,"O'Hare Airport","06/02/2012","A",8742,"2012"
"840811",40890,"O'Hare Airport","10/25/2006","W",9073,"2006"
"841208",40890,"O'Hare Airport","12/17/2013","W",8867,"2013"
"841229",40890,"O'Hare Airport","10/12/2002","A",8309,"2002"
"841609",40890,"O'Hare Airport","12/11/2014","W",10223,"2014"
"841674",40890,"O'Hare Airport","07/31/2011","U",9797,"2011"
"842318",40890,"O'Hare Airport","09/02/2015","W",11024,"2015"
